,group,domain,url,count
162,30,www.anandtech.com,https://www.anandtech.com/show/14585/msi-zotac-low-profile-geforce-gtx-1650,8
163,30,www.anandtech.com,https://www.anandtech.com/show/14587/vulnerability-in-amds-secure-encrypted-virtualization-for-epyc-update-now-to-build-22,8
164,30,www.anandtech.com,https://www.anandtech.com/show/14590/vesa-announces-displayport-20-standard-bandwidth-for-8k-monitors-beyond,8
165,30,www.anandtech.com,https://www.anandtech.com/show/14596/toshiba-western-digital-nand-production-partially-halted-by-power-outage,8
166,30,www.anandtech.com,https://www.anandtech.com/show/14597/cmc-buys-verbatim-assets-from-mitsubishi,8
167,31,www.androidcentral.com,https://www.androidcentral.com/actiondash-30-launches-focus-mode-and-app-limits,7
168,31,www.androidcentral.com,https://www.androidcentral.com/how-automatically-delete-your-google-location-and-web-app-activity,7
169,31,www.androidcentral.com,https://www.androidcentral.com/lgs-new-w-series-budget-smartphones-take-fight-samsung-and-xiaomi,7
170,31,www.androidcentral.com,https://www.androidcentral.com/nokia-42-review,7
171,31,www.androidcentral.com,https://www.androidcentral.com/oneplus-7-review,7
172,31,www.androidcentral.com,https://www.androidcentral.com/samsung-galaxy-note-10-hands-images-confirm-centered-hole-punch-and-triple-rear-cameras,7
173,31,www.androidcentral.com,https://www.androidcentral.com/youtube-tv-family-managers-can-snag-nest-home-hub-49,7
174,32,www.androidpolice.com,https://www.androidpolice.com/2019/06/24/xiaomi-file-manager-gets-a-dark-mode-and-launcher-app-shortcuts-apk-download/,6
175,32,www.androidpolice.com,https://www.androidpolice.com/2019/06/25/nokia-4-2-review-performance-issues-spoil-another-budget-nokia-phone/,6
176,32,www.androidpolice.com,https://www.androidpolice.com/2019/06/26/human-fall-flat-android-release/,6
177,32,www.androidpolice.com,https://www.androidpolice.com/2019/06/27/google-maps-public-transit-miserable/,6
178,32,www.androidpolice.com,https://www.androidpolice.com/2019/06/28/all-hmd-nokia-phones-run-android-9-pie-nokia-1-gets-update-ota/,6
179,32,www.androidpolice.com,https://www.androidpolice.com/2019/06/28/tetris-royale-android/,6
180,33,www.androidworld.it,https://www.androidworld.it/2019/06/28/cattive-notizie-le-fette-torta-finite-niente-android-pie-nokia-2-foto-640576/,10
181,33,www.androidworld.it,https://www.androidworld.it/2019/06/28/cosa-serve-un-app-drawer-esiste-launchboard-foto-640612/,10
182,33,www.androidworld.it,https://www.androidworld.it/2019/06/28/cosa-succede-huawei-health-lapp-scomparsa-dal-play-store-640516/,10
183,33,www.androidworld.it,https://www.androidworld.it/2019/06/28/google-chrome-5-mld-download-640421/,10
184,33,www.androidworld.it,https://www.androidworld.it/2019/06/28/google-sta-testando-filtri-alla-instagramsnapchat-suoi-messaggi-foto-video-640562/,10
185,33,www.androidworld.it,https://www.androidworld.it/2019/06/28/grammarly-riceve-un-corposo-aggiornamento-android-640520/,10
186,33,www.androidworld.it,https://www.androidworld.it/2019/06/28/preferite-nome-galaxy-note-10-pro-galaxy-note-10-samsung-sembra-le-idee-chiare-video-foto-640484/,10
187,33,www.androidworld.it,https://www.androidworld.it/2019/06/28/sara-android-q-sugli-smartphone-huawei-alcune-risposte-alle-vostre-domande-video-foto-640519/,10
188,33,www.androidworld.it,https://www.androidworld.it/2019/06/28/volete-prendere-parte-al-design-prodotti-samsung-partecipate-alla-samsung-mobile-design-competition-640497/,10
189,33,www.androidworld.it,https://www.androidworld.it/2019/06/28/xiaomi-rilascia-lultimo-letteralmente-aggiornamento-miui-10-global-beta-rom-9-6-27-640559/,10
190,34,www.annistonstar.com,https://www.annistonstar.com/news/anniston/council-votes-against-immediate-city-manager-search/article_4a2dcec2-9936-11e9-9abc-8b27de73d78c.html,7
191,34,www.annistonstar.com,https://www.annistonstar.com/news/calhoun-ema-studying-how-residents-get-weather-warnings/article_5d653f84-9927-11e9-8918-979b071b6bf3.html,7
192,34,www.annistonstar.com,https://www.annistonstar.com/news/calhoun/three-hurt-in-u-s-wreck/article_f2460b8e-97d2-11e9-b36d-274ea2a2ce55.html,7
193,34,www.annistonstar.com,https://www.annistonstar.com/news/history/look-back-to-the-kids-planning-a-hayride/article_557835da-97cc-11e9-94e7-332de0ec9944.html,7
194,34,www.annistonstar.com,https://www.annistonstar.com/news/jacksonville/jacksonville-council-needs-more-time-to-decide-on-vacancy/article_63014022-96ee-11e9-afc6-9fd9ccfbb71a.html,7
195,34,www.annistonstar.com,https://www.annistonstar.com/news/jacksonville/online-samaritan-facebook-post-leads-to-needed-gift/article_cd63b7da-9570-11e9-a63e-f79fe4130c94.html,7
196,34,www.annistonstar.com,https://www.annistonstar.com/sports/high_school/all-calhoun-county-girls-golf-the-complete-team/article_06fe1c54-994c-11e9-90aa-cb3ab1d38e83.html,7
197,35,www.applesfera.com,https://www.applesfera.com/accesorios/apple-store-empiezan-a-vender-medidor-glucosa-sangre-para-diabeticos,2
198,35,www.applesfera.com,https://www.applesfera.com/apple-watch/apple-watch-vuelve-a-ser-esencial-para-ayudar-dos-accidentes-trafico,2
199,36,www.architectsjournal.co.uk,https://www.architectsjournal.co.uk/news/sergison-bates-to-overhaul-landmark-peter-jones-store/10043351.article,1
